Hyb_Signal_GREEN,Assay_Signal_GREEN_maxLigand,Assay_Signal_GREEN_almostMaxLigand,Assay_Signal_RED_maxLigand,Assay_Signal_RED_almostMaxLigand
32620.36579,23457.83333,26505,1859.5,363
31232.20561,19899.16667,23393,2004.833333,293
31333.07852,22070.5,22462.16667,2290.666667,455.1666667
32029.40254,23044.66667,25745.33333,2150.833333,350
33500.72696,25200.33333,27456.5,1835.833333,442.5
33568.53563,25955.16667,26878,1735.333333,317.6666667
34644.46737,28575.16667,28435,2296.333333,474.8333333
34808.55595,27011.5,28036.16667,8605.833333,1126
34541.30702,27414.33333,28307.83333,1601.833333,369.3333333
33857.53756,26899.16667,28073.66667,1699.5,401.3333333
33747.88092,25839,26579.16667,1750.666667,349.5
33386.71346,25661.66667,26987.66667,1555.333333,330.3333333
33837.21003,26276.16667,27113,1793.666667,381.8333333
32009.89579,23058,24406.5,2185,442.6666667
32702.39942,24297.66667,25360,2054.5,425.2
33055.0434,25192.16667,26791.83333,1874.2,363.6666667
33190.49578,25178.66667,27401.33333,2098,333.3333333
32294.16864,23371.66667,25475.16667,2129.833333,375.1666667
36014.28804,30014.33333,31074,1868.333333,393
32627.93699,25594.66667,26962.5,1395.2,360.5
32271.65728,24725.16667,25762,1695.6,477.6666667
31641.89406,23563.5,26049.66667,3039.333333,399.5
30149.80848,21721,23410.5,2260,375.5
29599.26255,20351.16667,23498.66667,2467.333333,388.8333333
30494.39327,22085.66667,23250.33333,2291.666667,405.3333333
27911.2923,16411.16667,20570.66667,2397.666667,375
28558.50754,18720.83333,20614.33333,2489.166667,531.6666667
28658.96007,19743.16667,20803,2085.6,425.6666667
30051.51744,20951.66667,23924.66667,1959.333333,410.5
28300.14852,19240.16667,21326.83333,2505.833333,467.5
34047.6276,27060.5,27865.83333,2215,453.5
35219.34679,29561.16667,29941.66667,2192.333333,465.6666667
34616.4171,28135,27990.66667,1536.5,394.6666667
31557.03089,23018,25372.33333,1851.333333,430.4
31782.70956,22699.5,24785.33333,2093,352.3333333
29425.41379,18851.33333,22837.16667,4626.666667,801.6666667
29758.03792,20523,22880.5,2284.4,338.6666667
26739.61056,16184.66667,18471.33333,2466.6,393.8333333
28077.16667,17875.66667,20928.5,2266.166667,380.6
28117.10851,17701.66667,20411.16667,1917.833333,424.6666667
27951.37966,18282.5,22093.33333,2016.666667,414.3333333
27314.27099,17532.33333,21054.16667,1751.833333,349.5
30685.96402,22565,25125.33333,1742.166667,419.6666667
32774.02446,26047.5,27200.33333,1614.166667,469.3333333
32035.38072,24970.16667,25926.16667,1597,400.3333333
29716.38108,21651.5,22686,1473.166667,345.6666667
30219.41576,21534.83333,23809.16667,1444.2,353.5
27218.59201,16434.5,21000.5,3182,561.6
27928.72151,17845.16667,20959.33333,1815,366.6666667
24123.92373,12183.83333,15973.33333,2038.833333,374.6666667
26175.5161,15327,18310.5,1724.666667,419.2
25621.6336,14779.66667,18747.33333,1482.166667,342.3333333
26035.37997,17513.83333,19603.33333,1831.666667,306.5
25479.90822,15795.33333,19057.5,1716.666667,301.5
28088.43632,20283.5,22032.5,1605.833333,334.1666667
30755.74807,22526.83333,24755.33333,1826,444.8333333
29961.4431,21828.83333,23430,1689.833333,407.8333333
33332.42997,25813.83333,27988.83333,1641.2,367.8333333
30264.94918,20935.16667,23436.83333,2051.666667,385.4
25166.44235,14658.16667,17786,1803.666667,475.3333333
25423.81522,14714.66667,17648.66667,3245.666667,470.8333333
19920.30271,7409.166667,10098.33333,2318,314.8333333
20787.43478,8957.833333,11230.83333,2142.666667,328.8333333
20698.05705,9922.5,13586.33333,1997.666667,354.6666667
21487.75118,11255.33333,13665.5,1853.166667,381.8333333
19282.27951,9728.666667,11570.83333,1942.666667,303.8333333
24024.44681,15026.33333,17186.5,1646.5,486.5
26434.39441,17510.66667,19795.66667,1541.666667,362.4
25413.43095,16886.66667,18750.33333,1886.5,444.6666667
29170.33134,19762.5,22299.83333,1773.6,346.1666667
29477.84774,20651.33333,22622.33333,1536.2,295.1666667
27854.05938,17944.5,20183.16667,2562.166667,420.8333333
28167.28961,18213,20517.83333,3271.5,464.5
24233.67503,11886.66667,15204.33333,2457.4,367.5
24798.66375,12263.33333,15919.5,2470.166667,437.6666667
23806.11312,13603.16667,16434.66667,2573.4,408.3333333
24318.03559,13569.66667,16565.66667,2153.166667,349
22758.17736,11294.33333,15321.66667,2286,424.1666667
26220.53338,17235.33333,18934.83333,1831.666667,428.8333333
27643.45995,18511.33333,21324.5,1648.5,392.8333333
26199.07146,17025.5,18627.5,2084,378.1666667
29111.77869,21142.5,22130.16667,1692.333333,337.8333333
27775.2642,18858.66667,20127.16667,1865,358.6666667
30600.19058,20753.33333,24334.16667,1795.333333,537.1666667
25075.3299,14104.66667,15781.16667,2407.6,394.3333333
22299.15893,10118.83333,12276.33333,2835.333333,396.6666667
22308.22913,9936.666667,12199.66667,2754.666667,409.1666667
20371.14354,9578.666667,12371,3209,443.8333333
19326.82418,8971,10910.16667,3389.5,521
16615.74601,6109.5,7895.5,2513.6,335.3333333
21960.61577,12146.66667,13438.33333,2253.5,367.5
23144.35827,12317.83333,16390.33333,2125.333333,375.5
20784.20731,9408.166667,12510.66667,2317.333333,423.5
26531.02498,15992.33333,19115.33333,1875.166667,381.3333333
23011.35993,11438.33333,14780.33333,2157,344.5
26465.67235,16213.16667,18167.5,2343.4,368.6666667
26875.75986,17935,18790.16667,2497,432.3333333
24586.17949,12230.5,14744.83333,3044.333333,429.6666667
22857.78409,11431,11859.33333,3232.666667,485.5
16507.60894,6630.833333,8248.5,2493.666667,460.1666667
16664.4695,6719.333333,8478.666667,2338.333333,412
14879.5421,5730.833333,7387,2451.333333,436.5
16032.31597,8509.5,9640.833333,1860.5,396.5
15237.39548,5713,7862.5,1738.5,385.3333333
15591.81826,6301.5,7462.666667,2348.333333,378.4
18601.18296,8507.666667,11086.33333,1810,319.1666667
16103.60192,6424.333333,7933.833333,2343.6,476.5
16982.7732,8004.666667,10180.83333,2003.166667,325.5
18377.29514,7575,9841,2751.5,466.5
23578.04186,11401.16667,14291.83333,1990.5,398.6666667
24854.19358,12296.33333,14407.83333,3479.833333,529.8333333
18523.15739,8234.666667,9278.5,2954.6,465
16544.95664,6765.5,8365.666667,2963,525
15000.77632,6160.5,7218.833333,3013.666667,497
13911.75967,7194.166667,8366.5,2111.666667,326.4
13926.54759,5552.333333,7633.833333,1874,368.8333333
13542.97704,5638.333333,6275.833333,2564.8,362.3333333
16352.43391,6825.166667,8925.166667,2068.666667,344.1666667
14275.89777,5560.166667,6690.333333,2184.166667,376.8333333
14296.14792,6743.666667,7986,2035.5,363.3333333
15932.47518,6498,8105,2840.833333,440
19760.86301,8033.666667,10586,2292.833333,432.8333333
22485.30358,10518.66667,12315.5,2394.166667,481
40975.04569,38847.33333,36092.66667,1232.333333,446.5
40954.97956,38741.83333,36112.16667,1453.333333,472.1666667
39325.04889,37773.5,34513.16667,1507,520.1666667
39463.84063,38203.16667,35238.66667,1187.166667,443.5
40743.22909,39573.33333,37550.33333,1292.166667,404.3333333
40818.19744,39111.66667,36845.33333,1238.333333,406.6
41075.60811,38664.83333,37591.33333,1392.2,487.1666667
446.8400411,179.3333333,188.1666667,14420.33333,10050.5
421.893308,170,186.5,14047.83333,10103.33333
358.1122555,167,178.1666667,4422.5,678.8333333
370.8903488,166.8333333,182.1666667,4094,595
284.5847064,121.4,135.3333333,14582,8789.333333
344.5359454,146.5,164.3333333,14617.5,9233.4
314.0018546,144.4,160.3333333,5469,833.6666667
304.0508602,135.1666667,170.6666667,5723.666667,797.1666667
393.6855666,138.8,207.6666667,3817.666667,370.75
377.6182529,153.6666667,193.8333333,3932.833333,365.5
