1,2,3,4,5,6,7,8,Buffer1,Buffer2,Blank1,Blank2
0.904116854,1.023868192,1.126451087,1.017154392,1.171419336,1.071664124,1.160055176,1.095456198,1.095799624,0.988795642,1,1
0.778590044,0.939660453,1.060649433,1.018603066,1.083492308,1.052587816,1.08614357,1.120730062,1.136254575,0.978453558,1,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.818531134,NaN,0.898971004,NaN,1.039183756,NaN,1.031446377,NaN,1.046940329,NaN,1,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.819021176,1.024095904,1.092998397,1.02875668,1.079134217,1.043237491,1.140901474,1.117301941,0.951376706,0.853876682,1,1
1.112204524,1.080159708,1.077819971,1.013083157,1.079540147,0.995770462,1.07855808,1.07327053,1.076763592,0.956754083,1,1
1.066978799,1.120858214,1.190536065,1.108249923,1.236464424,1.056785229,1.214219641,1.133084214,1.221312717,0.99016371,1,1
1.037513466,1.088855732,1.154544506,1.076445092,1.182402783,1.031778651,1.152041931,1.111248042,1.126805655,0.981408815,1,1
0.447956779,0.70516692,0.763255424,0.852704865,0.89921667,0.906580776,0.893770048,0.98339764,0.859817074,0.799949144,1,1
0.410522201,0.640309342,0.655989629,0.82502259,0.866411354,0.929728324,0.927132013,0.972806239,0.86877409,0.829604538,1,1
0.360104955,0.537871333,0.65151124,0.739908987,0.944674317,0.883367206,0.907166288,0.93145836,0.911642457,0.797018026,1,1
0.407687109,0.558929331,0.636726532,0.787781179,0.900666078,0.912877934,0.948116999,0.991984162,0.875430883,0.836707269,1,1
0.276561267,0.396145978,0.539536396,0.698921478,0.891627697,0.66530693,0.92335284,0.940653574,0.924536882,0.798952164,1,1
0.265521384,0.406012408,0.480133231,0.711689451,0.8724407,0.873456753,0.868555743,0.927235111,0.879989627,0.799555531,1,1
0.233468309,0.348480667,0.456766279,0.703387727,0.855240387,0.912714209,0.903107946,0.980000069,0.871993119,0.884341648,1,1
0.349279083,0.40577926,0.499723328,0.706927937,0.887747933,0.845863451,0.904349236,0.924845702,0.894199921,0.787636792,1,1
0.515900246,0.59469295,0.71510051,0.829862986,0.975283439,0.992135544,1.004769976,0.992430025,1.019872796,0.89994655,1,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.626285331,0.743762858,0.883633937,0.874815676,0.993663469,0.892999797,1.001588183,0.975618488,0.869375651,0.782945299,1,1
0.989655701,1.023876273,1.181633964,1.057998153,1.297652481,1.225044728,1.427548852,1.189906883,1.224152723,0.903399047,1,1
0.935698246,1.06645283,1.114126532,1.075227482,1.092226439,1.06569566,1.208665756,1.17881866,1.048651179,0.99645695,1,1
0.916321793,1.099392404,1.162003719,1.12160954,1.190469153,1.176918315,1.133599217,1.279747445,1.146469041,1.049425196,1,1
0.940365673,1.002735708,1.071078964,1.02377279,1.100087869,1.078968349,1.134119232,1.106376039,1.06411175,0.977461668,1,1
0.924042547,0.993417349,1.137691665,1.021812946,1.206661233,0.972596194,1.193338008,1.076624656,1.172302417,0.939473039,1,1
0.951781562,1.036726554,1.066506636,1.06161449,1.091694492,1.091154481,1.136455252,1.175996592,1.071810427,0.929460065,1,1
0.916491727,1.011289373,1.148936788,1.037741266,1.157275373,1.130864924,1.152742659,1.165213466,1.169263537,0.968812467,1,1
0.845599091,0.981685164,1.124807613,1.002278947,1.095675446,1.059484627,1.050024631,1.108760432,0.975157051,0.95398795,1,1
0.89984577,1.079696461,1.027533995,0.996733993,1.116850235,1.102094904,1.158981276,1.310813608,1.074512605,1.042604956,1,1
0.732565174,1.012012718,0.963851893,0.950348562,1.084763548,1.12235092,1.053340144,1.213587715,0.986441155,0.969601716,1,1
1.061382279,1.134150861,1.063996741,1.067178685,1.086447329,1.061585675,1.116072479,1.114958813,1.063186502,0.995914942,1,1
1.075995825,1.210644364,1.134215615,1.193880991,1.184049773,1.139932017,1.168369862,1.20490343,1.143631397,1.081729382,1,1
0.890140567,1.017134805,1.032744166,1.049657563,1.083824344,1.025018658,1.082837309,1.088207661,1.056693042,0.965064623,1,1
0.513305767,0.698538562,0.744251774,0.909124724,0.962864561,0.970347846,0.970377463,1.017014675,0.927497668,0.869703024,1,1
0.518570146,0.642705792,0.722363489,0.840691742,0.947398881,0.972728887,0.979430322,1.021825896,0.908738412,0.891326209,1,1
0.418882061,0.555980183,0.649461995,0.827717248,0.948302547,0.928654058,0.973705873,0.993444426,0.908746247,0.85002044,1,1
0.417680165,0.544811243,0.612453266,0.813016576,0.878023307,0.916067744,0.941029335,0.988090134,0.893844045,0.853709748,1,1
0.357760238,0.461847203,0.573352254,0.809899145,0.909860018,0.923708631,0.974907531,1.036111742,0.911008307,0.907972489,1,1
0.253799309,0.412366715,0.491669176,0.765574346,0.869642197,0.943030685,0.946070023,1.00563545,0.878283477,0.877281393,1,1
0.246266548,0.371991269,0.459689006,0.721027868,0.834042856,0.920414144,0.911323486,1.015143128,0.824823465,0.839932208,1,1
0.289520056,0.442678014,0.548571404,0.770639775,0.881552966,0.933945058,0.936826149,1.017880907,0.866343983,0.852144238,1,1
0.325868782,0.523382198,0.595253916,0.814140319,0.873448927,0.950364081,0.905430276,1.031488041,0.837306746,0.859995442,1,1
0.356368966,0.494189908,0.502380586,0.680061817,0.71346202,0.80612833,0.818109149,0.936076782,0.712306784,0.722844248,1,1
0.433548856,0.633596885,0.689215673,0.839209206,0.884517284,0.991248671,0.968372308,1.12003075,0.881170826,0.840077672,1,1
0.923997183,1.027135647,1.01845763,1.02877994,1.162876194,1.127361314,1.184770201,1.247840871,1.062802041,0.962871915,1,1
0.961972606,1.155067254,1.050508348,1.210316795,0.963542215,1.124721151,1.111185466,1.156839457,1.095938231,1.048576916,1,1
1.103085864,1.097602823,1.34630967,1.134011228,1.321528643,1.085558764,1.290589662,1.152006046,1.292852282,0.940005944,1,1
1.004727442,1.004945037,1.173854045,1.07840326,1.169256848,1.090842325,1.1771002,1.163210445,1.120601421,1.036686066,1,1
0.906004624,0.961750083,0.972890431,1.020565355,1.027326904,0.994276335,1.110672748,1.055652244,1.027680602,0.970681377,1,1
0.924241551,0.986908266,1.035347523,1.035064326,1.035863297,1.033071793,1.107902056,1.128791298,0.983427984,0.963204384,1,1
0.948790829,1.024228183,1.03075167,1.00108006,0.997712134,1.020741434,0.996507005,1.092905507,0.980859824,0.922839612,1,1
0.852574803,1.016424021,0.872899772,1.007100486,1.041357173,1.042655098,1.04850036,1.115718807,1.015994149,0.928763987,1,1
1.146994126,1.063204285,1.314644215,1.070132581,1.327055043,1.077800928,1.386245656,1.202963775,1.274806747,0.991590394,1,1
1.201837212,1.084776595,1.319390718,1.106044329,1.219231942,1.102247796,1.343296091,1.211795861,1.292056891,1.011719833,1,1
1.058996824,1.052889127,1.083537432,1.080595865,1.082845323,0.981795113,1.085133456,1.052851896,1.093967843,0.957255467,1,1
0.879072292,1.00555115,1.052884325,1.052376815,1.113486648,1.033806158,1.099052104,1.074996203,1.052352142,0.958845291,1,1
0.722851115,0.873170025,0.870063091,0.975744197,0.988721443,0.964599872,0.994478343,1.029558117,0.943660297,0.920221828,1,1
0.571843759,0.712750378,0.792775815,0.888864266,0.949577994,0.94875021,0.966251136,1.019909522,0.907645881,0.886598019,1,1
0.586380546,0.762100353,0.741392279,0.965398134,0.910227489,1.001269999,0.985618793,1.061356202,0.884444086,0.946825405,1,1
0.422846355,0.540509088,0.628305989,0.811009493,0.879381651,0.923597732,0.948512844,0.993312455,0.882257047,0.845429931,1,1
0.560533771,0.658284597,0.678876669,0.855171239,0.820758681,0.91502118,0.914372955,0.945743052,0.785175186,0.826203667,1,1
0.422822478,0.555099785,0.615926077,0.821054013,0.866090957,0.944783805,0.99460082,1.018359909,0.848241575,0.89857128,1,1
0.271886815,0.430269221,0.50973845,0.796594877,0.88031776,0.975393683,0.953723291,1.086806302,0.923815078,0.901149061,1,1
0.441576941,0.586564533,0.700430346,0.897862736,0.97698022,1.033343782,1.034933793,1.106791383,0.958820819,0.947646504,1,1
0.377523649,0.522297638,0.636949599,0.863506863,0.907237416,0.982658514,0.958979678,1.065270433,0.873199597,0.887034892,1,1
0.471880706,0.592798913,0.622607886,0.84146122,0.855361909,0.969151181,0.936440812,1.071243492,0.822123786,0.865796995,1,1
0.529203645,0.700993506,0.773398307,0.920819483,0.940249531,1.059863795,1.024956372,1.161353786,0.937223114,0.957902625,1,1
0.663793736,0.845109231,0.85924285,0.962112576,0.995342283,0.971544022,1.072823901,1.215759072,0.963249096,0.949403626,1,1
1.085521695,1.140776813,1.233301782,1.126906128,1.242346205,1.119048721,1.241968151,1.153237454,1.146040118,0.992839622,1,1
1.103796632,1.129487468,1.205672498,1.127832623,1.211242249,1.203278588,1.270700964,1.247083137,1.213103878,1.05018344,1,1
0.96485519,0.965765129,1.029039249,1.032515794,1.090671764,1.03354482,1.185665753,1.119657457,1.074498399,0.931258031,1,1
0.880475973,0.970807646,0.914439075,1.024452674,0.996400861,1.000222549,1.053811794,1.083032096,1.00199611,0.98602244,1,1
0.912023378,0.980072103,1.021072986,1.022885928,1.018113835,1.030418186,1.090169444,1.107398448,0.979997582,0.965557642,1,1
0.835797064,0.961082215,0.836397322,0.986581519,0.975661701,1.032394879,1.066064117,1.116677464,0.979878268,0.99611372,1,1
0.94515888,0.95889913,0.995610712,1.010166324,0.974789722,1.023978126,1.079982028,1.080273378,0.995561816,0.937775116,1,1
1.176852683,1.045399235,1.205192478,1.092386835,1.263905275,1.033311041,1.266762953,1.133411296,1.312115492,1.009280021,1,1
1.167385709,1.085356954,1.176579833,1.108317119,1.249809163,1.14797903,1.295981928,1.160682841,1.229987039,1.090360497,1,1
1.029339534,1.043332144,1.059951445,1.040354445,1.084032225,1.034631788,1.085036346,1.1120304,1.041742114,0.955199868,1,1
0.685310227,0.830549899,0.854285162,0.880815873,0.989585424,0.91055176,1.017417579,0.96400448,0.961462313,0.842464613,1,1
0.71820552,0.83279139,0.832633848,0.927212641,0.951810216,0.954387949,0.981642112,1.006282136,0.916293795,0.876320685,1,1
0.648056392,0.720558273,0.794131147,0.896545908,0.923334016,0.927821915,0.980923717,0.989806577,0.907026393,0.8793245,1,1
0.606696074,0.696542862,0.727636909,0.841892692,0.848042351,0.894505885,0.939284137,0.952778111,0.829994192,0.851389443,1,1
0.582467345,0.646631551,0.670302917,0.835378882,0.811441126,0.863672609,0.960890593,0.92290405,0.785974174,0.84399641,1,1
0.596061933,0.701838007,0.679565363,0.83591901,0.794921896,0.8937304,0.902120566,0.968388291,0.809103054,0.865203305,1,1
0.514216479,0.613011105,0.694523549,0.859765099,0.875262388,0.930199593,0.978326833,1.012748326,0.84917117,0.892583459,1,1
0.503048347,0.622590651,0.702997705,0.878174027,0.8842675,0.942207723,1.000556119,1.026665671,0.872117576,0.906451854,1,1
0.564184595,0.688949443,0.746471892,0.929329147,0.911577315,0.994910598,1.015009946,1.072543115,0.899753858,0.931336346,1,1
0.56674019,0.665063726,0.677744543,0.8411829,0.799461952,0.910067394,0.898445643,1.001715783,0.802506318,0.859844492,1,1
0.644318821,0.77027282,0.787016895,0.948307847,0.905513106,0.983975334,1.015667785,1.079714087,0.91087542,0.915783982,1,1
0.700327526,0.850784024,0.827621281,0.975986025,0.96684292,1.058455825,1.036567855,1.144095681,0.929042222,0.982243364,1,1
0.816533644,0.995571633,0.933223186,1.058904462,0.990156928,1.116480208,1.066525278,1.215929494,0.952205482,0.980883664,1,1
0.983037065,1.113106268,1.086675997,1.071849897,1.088514727,1.117133414,1.223268711,1.254820299,1.124416086,1.071520262,1,1
0.981462122,1.033916115,1.051448398,1.08212211,1.089905151,1.063865013,1.136154214,1.153501254,1.045763027,1.014665673,1,1
0.971955924,0.934404839,1.013266705,0.981306282,1.045092253,1.006379591,1.185549725,1.0373258,1.007596469,0.918141072,1,1
0.861551755,0.93548903,0.869253237,0.979496351,0.970884194,1.040601575,0.988883459,1.112812576,0.963697691,0.981209801,1,1
0.833248799,0.911562204,0.822764462,0.965124103,0.925848628,0.966602162,1.006697133,1.079279094,0.909636602,0.957499307,1,1
0.893726045,0.916564474,0.898622928,0.942752513,0.912698226,0.955964898,1.030234066,1.040204161,0.950436114,0.895080055,1,1
0.970513429,1.003213772,0.956328179,1.036740125,0.991396803,1.02730969,1.083344834,1.100601711,0.943819289,0.945611921,1,1
1.124669616,0.952972477,1.101890031,1.011200662,1.091370034,1.01638982,1.180050781,1.08761213,1.061466019,0.993067773,1,1
0.875623985,0.889478586,0.935630332,0.989964659,1.004088845,1.02067948,1.047776141,1.070946273,1.015135063,0.957673591,1,1
0.712824065,0.838602162,0.830834959,0.946045852,0.918056495,0.957418922,0.977353091,1.005060058,0.919925225,0.903185174,1,1
0.725336846,0.786178744,0.774787944,0.911647995,0.891213286,0.927825366,0.934865858,0.976246964,0.850003672,0.881295575,1,1
0.629975925,0.721305917,0.701249604,0.868210393,0.849653397,0.903873149,0.920275317,0.976460904,0.898149227,0.857014497,1,1
0.652890987,0.718381859,0.712389061,0.836999245,0.8205122,0.872197521,0.900820605,0.942972094,0.822881543,0.820031621,1,1
0.585908251,0.705091739,0.677745852,0.781531169,0.818452762,0.923660622,0.901788179,0.974020107,0.821126767,0.883155766,1,1
0.660781768,0.736393556,0.728046671,0.848860132,0.835962096,0.875336468,0.904061378,0.935065761,0.826141108,0.852852557,1,1
0.654880178,0.748344608,0.731461725,0.872177903,0.85923594,0.943062323,0.940818509,1.001735445,0.841988773,0.899990467,1,1
0.555001549,0.698620143,0.687213262,0.898515864,0.84076842,0.95420006,0.94256683,1.017875708,0.843196667,0.919173207,1,1
0.639457548,0.79249117,0.720284645,0.893746869,0.820860702,0.937625675,0.875217356,1.00525811,0.851158561,0.887541848,1,1
0.697414134,0.80287922,0.795521612,0.905373105,0.881234634,0.97276577,0.961699494,1.04804645,0.883396625,0.915423791,1,1
0.731114754,0.817981828,0.79300171,0.934065892,0.887046201,0.968071987,0.957354191,1.026896612,0.905465941,0.924572053,1,1
0.749599402,0.920832459,0.857232632,1.010897868,0.937405951,1.050015704,1.007636346,1.114117414,0.914799989,0.951194506,1,1
0.803604567,1.031226385,0.928243307,1.062116487,0.986608076,1.090264354,1.050122831,1.175110949,0.967126018,1.043043769,1,1
0.921109447,0.996782227,1.008076057,1.047716562,1.021285581,1.066632376,1.136554879,1.08331433,1.032193363,0.988106153,1,1
0.958092871,0.946710806,0.962041343,1.035500215,1.028719306,1.029098348,1.087916944,1.095800081,1.014390599,0.987696308,1,1
0.862258818,0.894230965,0.872281189,0.969542164,0.901378164,0.968513159,1.056065669,1.017765331,0.920882305,0.925670364,1,1
0.87030784,0.898871015,0.857262254,0.938909773,0.890134537,0.980759337,1.035490329,1.052051405,0.890804638,0.921362573,1,1
0.839433565,0.89426466,0.852572623,0.946987927,0.900505287,0.947836474,0.97778444,1.001130465,0.888590674,0.889391199,1,1
0.83172627,0.887993648,0.868955532,0.917869577,0.883437441,0.924928613,0.987324504,0.985630685,0.882761871,0.905465977,1,1
0.936689028,0.954723925,0.89661162,0.983163548,0.976320124,0.992328428,1.054550204,1.061161174,0.957293993,0.952202639,1,1
0.840617186,0.885466649,0.863773988,0.959249965,0.948097025,0.979037211,0.992130345,1.032002818,0.92629916,0.917999788,1,1
0.711884164,0.798541649,0.76952893,0.891095652,0.878227569,0.919488905,0.955237589,0.990090698,0.867708248,0.872522051,1,1
0.721031451,0.776463192,0.774333304,0.905015821,0.864424584,0.911662434,0.947814722,0.980605055,0.859671693,0.860827578,1,1
0.65814013,0.731114152,0.706107103,0.842573811,0.807760012,0.861011991,0.878747253,0.942970212,0.839392997,0.832857583,1,1
0.684215048,0.755100959,0.734870587,0.831552059,0.825544342,0.876711486,0.895862093,0.937347101,0.844865811,0.830944255,1,1
0.670253599,0.783124247,0.726459479,0.874127001,0.825086177,0.911151134,0.894303873,0.983135485,0.822008547,0.863610602,1,1
0.704455373,0.82134204,0.786880119,0.864436941,0.860934981,0.923787514,0.909971266,0.985659612,0.857558936,0.857548393,1,1
0.690841956,0.776118659,0.739982018,0.853098041,0.831438493,0.901979888,0.911682644,0.985002839,0.812826308,0.862323539,1,1
0.693831703,0.788359013,0.754952922,0.890126898,0.828380453,0.925045947,0.886002164,1.014150043,0.806320368,0.865669789,1,1
0.755000437,0.843602664,0.816387743,0.909667091,0.893100073,0.944358118,0.942281573,1.032163164,0.865209613,0.901712881,1,1
0.744451077,0.878046585,0.817199472,0.988113955,0.897867518,1.000128932,0.94043069,1.069816522,0.876427815,0.945353799,1,1
0.769257797,0.880835583,0.857454782,0.95324081,0.91003195,0.990894653,0.987920534,1.077704817,0.875790573,0.937753365,1,1
0.789432589,0.92182367,0.90962221,0.982636737,0.961957135,1.036207132,0.996298252,1.123506277,0.940893784,0.979171159,1,1
0.847670051,0.953023203,0.888377333,1.023117344,0.954746403,1.033610987,0.960830456,1.092175823,0.919636859,0.960477261,1,1
0.930465138,0.930848802,0.928688425,1.003826066,1.014449134,0.994234836,1.079179007,1.032855351,0.936751615,0.94672044,1,1
0.871864362,0.900059664,0.889756985,0.903857505,0.962045615,0.951287267,1.053488122,1.018956349,0.952058417,0.922549702,1,1
0.840810378,0.905110966,0.800562635,0.946147706,0.893042495,0.966269048,0.992388511,1.066252667,0.893787041,0.913680189,1,1
0.812002088,0.873132499,0.845718129,0.901925307,0.905360926,0.9478344,0.984671117,1.021239349,0.907421163,0.893503184,1,1
0.830174811,0.897671563,0.866646608,0.935803824,0.885364969,0.926844148,0.966833066,1.027256176,0.872976318,0.900618297,1,1
0.900478489,0.929092616,0.916576485,0.963106259,0.927340689,0.952312385,1.033120297,1.057974702,0.911117331,0.881121349,1,1
0.779445681,0.859336996,0.787212015,0.934857026,0.892641729,0.948326905,0.935079604,1.025008189,0.904096343,0.911947853,1,1
0.732512695,0.781062916,0.778769804,0.865468702,0.878979572,0.919282222,0.93154557,0.959882212,0.859317516,0.864081894,1,1
0.702132632,0.778125727,0.776469717,0.864841121,0.86361162,0.937051328,0.895846755,0.999723351,0.854416607,0.839870253,1,1
0.681956888,0.771128405,0.753448395,0.861886582,0.836444862,0.890986161,0.897801414,0.973348047,0.813521105,0.824393079,1,1
0.698212302,0.798892324,0.75131941,0.843534771,0.839300164,0.893890453,0.894717186,0.953220835,0.83715219,0.842403218,1,1
0.736810588,0.818377247,0.80307525,0.867179894,0.855681742,0.946298375,0.911708862,0.988893518,0.814157042,0.876926435,1,1
0.757273948,0.853645263,0.799759421,0.899495951,0.843116068,0.914783204,0.906991043,1.000160256,0.826873265,0.851178555,1,1
0.77111262,0.859962916,0.793780364,0.860634903,0.835567357,0.9047868,0.892482359,1.022494685,0.820692317,0.833854831,1,1
0.756293422,0.871688696,0.824508568,0.917393813,0.877583076,0.958945423,0.942020266,1.038982925,0.854992798,0.895599599,1,1
0.748505611,0.899754795,0.823235656,0.91547565,0.871755762,0.963200839,0.92737934,1.060425639,0.849889158,0.904476316,1,1
0.744455661,0.866895406,0.813766505,0.943057803,0.886517391,0.966063932,0.911121142,1.016595094,0.878766971,0.901380015,1,1
0.748074268,0.892888225,0.837319751,0.943372516,0.886367631,1.026451623,0.926904334,1.114910834,0.88358349,0.955540782,1,1
0.798134267,0.930851496,0.875962613,0.981114033,0.934964202,0.993978381,0.984474739,1.077250881,0.917347467,0.949431564,1,1
0.841077245,0.926920382,0.860874176,1.032910925,0.933547095,0.991976433,0.995668656,1.054565542,0.946390199,0.934546516,1,1
0.855690815,0.898837137,0.880713333,0.953095309,0.955002413,0.948468141,1.025762879,1.054221502,0.942108696,0.935230275,1,1
0.855036596,0.933646133,0.866221289,0.94008448,0.907070813,0.976475679,0.961507622,1.087935575,0.927305069,0.904141196,1,1
0.819209259,0.899017984,0.86054037,0.900533558,0.902325847,0.940816985,0.978629949,1.026326363,0.882505178,0.893991358,1,1
0.817221072,0.87600942,0.843215928,0.903389079,0.901846988,0.926610703,0.930685995,1.019110465,0.878220943,0.901700771,1,1
0.837207528,0.933845215,0.844679519,0.930299183,0.885733724,0.964419496,0.94709517,1.045265237,0.873997009,0.900557537,1,1
0.776952682,0.813304612,0.80901737,0.875822982,0.88920488,0.917463582,0.962891867,1.007447722,0.878250865,0.869022314,1,1
0.675693949,0.728455894,0.746619006,0.822884485,0.853843787,0.875104979,0.890633024,0.968337845,0.840900462,0.816572798,1,1
0.704336067,0.761665027,0.793793663,0.881270952,0.858643216,0.936117931,0.911975272,1.047990033,0.852551618,0.861245929,1,1
0.714401113,0.819219696,0.78353185,0.873002852,0.839851156,0.94036215,0.898170507,0.996836033,0.851732624,0.844037502,1,1
0.743931252,0.827070686,0.79363253,0.860852992,0.846964822,0.891801667,0.899621219,0.963448157,0.824371904,0.815959094,1,1
0.751108824,0.831689206,0.794177153,0.895447935,0.832540216,0.895662148,0.901066639,0.979986042,0.826416256,0.85105287,1,1
0.803198564,0.941959673,0.847553747,0.89794712,0.859971867,1.00857552,0.896319393,1.073642889,0.858110775,0.864676635,1,1
0.81707234,0.901906312,0.868967225,0.887832645,0.902367233,0.934947128,0.935862536,1.028660116,0.870905401,0.86614087,1,1
0.766510913,0.919022865,0.849652339,0.934628419,0.877705372,0.976303955,0.916279848,1.039129973,0.86225857,0.918693783,1,1
0.81302276,0.910622363,0.845270239,0.927691728,0.90680815,0.9632551,0.93320012,1.057597601,0.880901735,0.896088765,1,1
0.768076091,0.860476177,0.8698756,0.870859453,0.919983756,0.97449409,0.944541365,1.079347074,0.893710672,0.883895792,1,1
0.786209838,0.911638459,0.878924488,0.956384454,0.91348249,0.983688962,0.95013303,1.056265549,0.897495468,0.91448973,1,1
0.785506056,0.857471655,0.840336588,0.939876518,0.917716439,0.947956489,0.937039469,1.016338284,0.892680693,0.908423897,1,1
0.828224214,0.941353206,0.912253974,0.957874906,0.950164402,1.015391607,1.00114256,1.106693343,0.920416488,0.966422979,1,1
0.847323329,0.926810701,0.893350003,0.968069772,0.928710688,1.007568674,1.001959603,1.088509141,0.916892907,0.963184037,1,1
0.825094112,0.905941067,0.871775475,0.939677506,0.917038604,0.964970999,0.964744524,1.038691958,0.898262655,0.928409455,1,1
0.834298971,0.909401321,0.851300532,0.920750058,0.899190661,0.961531181,0.945690342,1.046007744,0.890880042,0.928224833,1,1
0.846618437,0.918184252,0.869008918,0.927095161,0.923793128,0.953262404,0.981730905,1.06811534,0.901677047,0.906050798,1,1
0.733488687,0.7606177,0.795733059,0.857263922,0.891326557,0.958277534,0.907473762,1.01346489,0.889479866,0.839707912,1,1
0.702667428,0.816722729,0.79541912,0.855315002,0.876517377,0.913123569,0.903716884,0.997168993,0.867283747,0.855626244,1,1
0.716549261,0.790044789,0.810246928,0.869783663,0.878417613,0.952009886,0.910610366,1.02441595,0.867806812,0.859124677,1,1
0.752565559,0.847418211,0.821090183,0.863302363,0.876441669,0.936488622,0.90589508,1.006133892,0.847863786,0.853924068,1,1
0.775905817,0.835116782,0.826089004,0.872217698,0.867940987,0.893287773,0.886788607,0.956708401,0.822037215,0.835548739,1,1
0.803007474,0.923223591,0.857235455,0.911145122,0.875425501,0.921774868,0.881911006,1.032227837,0.832765202,0.868119789,1,1
0.8226536,0.964319582,0.878849958,0.98627441,0.900903526,1.009215516,0.921635032,1.109055073,0.870574654,0.918916363,1,1
0.815509185,0.898225625,0.869121397,0.894220722,0.89488202,0.951776581,0.909859156,1.052892409,0.866157332,0.882366582,1,1
0.784666972,0.907084478,0.873221918,0.924538525,0.916170958,1.010974045,0.911756885,1.095071368,0.888249171,0.914067199,1,1
0.79045388,0.922592524,0.876613773,0.943917738,0.904449965,0.997615463,0.917965719,1.097556096,0.889507746,0.920981388,1,1
0.795801016,0.925537103,0.85393035,0.929344051,0.890333718,0.987546384,0.905102425,1.079290735,0.872098716,0.911632641,1,1
0.790044363,0.931806423,0.865489139,0.931282228,0.908486463,0.991231187,0.936938402,1.090306742,0.865662678,0.919543327,1,1
0.776426424,0.889312802,0.873244123,0.952305298,0.921488838,0.973627948,0.964063525,1.082129912,0.895630377,0.914952125,1,1
0.811206493,0.9232755,0.853993372,0.942417507,0.892234831,1.003647435,0.96524914,1.107637583,0.882310159,0.957824578,1,1
0.817979441,0.926871553,0.872937733,0.936713703,0.896097702,0.981350499,0.962374889,1.06911758,0.858718303,0.905033689,1,1
0.844161995,0.911928241,0.901921911,0.956255237,0.923659688,1.013256595,0.976008029,1.094083914,0.890133292,0.916655235,1,1
0.830522996,0.932144024,0.881928704,0.962268125,0.916780311,0.959419034,0.940829329,1.062818962,0.874438486,0.90501397,1,1
0.726795781,0.785884399,0.810833361,0.87827114,0.890650213,0.936212171,0.914012232,1.028371945,0.858023143,0.864561905,1,1
0.745135851,0.779510584,0.819717303,0.886406342,0.901575696,0.969086272,0.913663457,1.034247064,0.858525395,0.892966967,1,1
0.750725932,0.832080513,0.842200053,0.903359775,0.897213989,0.937895144,0.919528232,1.0092978,0.875535416,0.858081747,1,1
0.743832938,0.869377336,0.828651314,0.887822337,0.871074376,0.922932448,0.885510461,1.020114921,0.838207422,0.857141792,1,1
0.843050972,0.960203636,0.868267126,0.911184118,0.876015867,0.950931705,0.897836917,1.05516737,0.872239945,0.861741879,1,1
